score,count
1486,21000
1487,21000
1488,21000
1489,21000
1490,21000
1491,21000
1492,21000
1493,21000
1494,21000
1495,21000
1496,21000
1497,21000
1498,21000
1499,21000
1500,21000
1501,21000
1502,21000
1503,21000
1504,21000
1505,21000
1506,21000
1507,21000
1508,21000
1509,21000
1510,21000
1511,21000
1512,21000
1513,21000
1514,21000
1515,21000
1516,21000
1517,21000
1518,21000
1519,21000
1520,21000
1521,21000
1522,21000
1523,21000
1524,21000
1525,21000
1526,21000
1527,21000
1528,21000
1529,21000
1530,21000
1531,21000
1532,21000
1533,21000
1534,21000
1535,21000
1536,21000
1537,21000
1538,21000
1539,21000
1540,21000
1541,21000
1542,21000
1543,21000
1544,21000
1545,21000
1546,21000
1547,21000
1548,21000
1549,21000
1550,21000
1551,21000
1552,21000
1553,21000
1554,21000
1555,21000
1556,21000
1557,21000
1558,21000
1559,21000
1560,21000
1561,21000
1562,21000
1563,21000
1564,21000
1565,21000
1566,21000
1567,21000
1568,21000
1569,21000
1570,21000
1571,21000
1572,21000
1573,21000
1574,21000
1575,21000
1576,21000
1577,21000
1578,21000
1579,21000
1580,21000
1581,21000
1582,21000
1583,21000
1584,21000
1585,21000
1586,21000
1587,21000
1588,21000
1589,21000
1590,21000
1591,21000
1592,21000
1593,21000
1594,21000
1595,21000
1596,21000
1597,21000
1598,21000
1599,21000
1600,21000
1601,21000
1602,21000
1603,21000
1604,21000
1605,21000
1606,21000
1607,21000
1608,21000
1609,21000
1610,21000
1611,21000
1612,21000
1613,21000
1614,21000
1615,21000
1616,21000
1617,21000
1618,21000
1619,21000
1620,21000
1621,21000
1622,21000
1623,21000
1624,21000
1625,21000
1626,21000
1627,21000
1628,21000
1629,21000
1630,21000
1631,21000
1632,21000
1633,21000
1634,21000
1635,21000
1636,21000
1637,21000
1638,21000
1639,21000
1640,21000
1641,21000
1642,21000
1643,21000
1644,21000
1645,21000
1646,21000
1647,21000
1648,21000
1649,21000
1650,21000
1651,21000
1652,21000
1653,21000
1654,21000
1655,21000
1656,21000
1657,21000
1658,21000
1659,21000
1660,21000
1661,21000
1662,21000
1663,21000
1664,21000
1665,21000
1666,21000
1667,21000
1668,21000
1669,21000
1670,21000
1671,21000
1672,21000
1673,21000
1674,21000
1675,21000
1676,21000
1677,21000
1678,21000
1679,21000
1680,21000
1681,21000
1682,21000
1683,21000
1684,21000
1685,21000
1686,21000
1687,21000
1688,21000
1689,21000
1690,21000
1691,21000
1692,21000
1693,21000
1694,21000
1695,21000
1696,21000
1697,21000
1698,21000
1699,21000
1700,21000
1701,21000
1702,21000
1703,21000
1704,21000
1705,21000
1706,21000
1707,21000
1708,21000
1709,21000
1710,21000
1711,21000
1712,21000
1713,21000
1714,21000
1715,21000
1716,21000
1717,21000
1718,21000
1719,21000
1720,21000
1721,21000
1722,21000
1723,21000
1724,21000
1725,21000
1726,21000
1727,21000
1728,21000
1729,21000
1730,21000
1731,21000
1732,21000
1733,21000
1734,21000
1735,21000
1736,21000
1737,21000
1738,21000
1739,21000
1740,21000
1741,21000
1742,21000
1743,21000
1744,21000
1745,21000
1746,21000
1747,21000
1748,21000
1749,21000
1750,21000
1751,21000
1752,21000
1753,21000
1754,21000
1755,21000
1756,21000
1757,21000
1758,21000
1759,21000
1760,21000
1761,21000
1762,21000
1763,21000
1764,21000
1765,21000
1766,21000
1767,21000
1768,21000
1769,21000
1770,21000
1771,21000
1772,21000
1773,21000
1774,21000
1775,21000
1776,21000
1777,21000
1778,21000
1779,21000
1780,21000
1781,21000
1782,21000
1783,21000
1784,21000
1785,21000
1786,21000
1787,21000
1788,21000
1789,21000
1790,21000
1791,21000
1792,21000
1793,21000
1794,21000
1795,21000
1796,21000
1797,21000
1798,21000
1799,21000
1800,21000
1801,21000
1802,21000
1803,21000
1804,21000
1805,21000
1806,21000
1807,21000
1808,21000
1809,21000
1810,21000
1811,21000
1812,21000
1813,21000
1814,21000
1815,21000
1816,21000
1817,21000
1818,21000
1819,21000
1820,21000
1821,21000
1822,21000
1823,21000
1824,21000
1825,21000
1826,21000
1827,21000
1828,21000
1829,21000
1830,21000
1831,21000
1832,21000
1833,21000
1834,21000
1835,21000
1836,21000
1837,21000
1838,21000
1839,21000
1840,21000
1841,21000
1842,21000
1843,21000
1844,21000
1845,21000
1846,21000
1847,21000
1848,21000
1849,21000
1850,21000
1851,21000
1852,21000
1853,21000
1854,21000
1855,21000
1856,21000
1857,21000
1858,21000
1859,21000
1860,21000
1861,21000
1862,21000
1863,21000
1864,21000
1865,21000
1866,21000
1867,21000
1868,21000
1869,21000
1870,21000
1871,21000
1872,21000
1873,21000
1874,21000
1875,21000
1876,21000
1877,21000
1878,21000
1879,21000
1880,21000
1881,21000
1882,21000
1883,21000
1884,21000
1885,21000
1886,21000
1887,21000
1888,21000
1889,21000
1890,21000
1891,21000
1892,21000
1893,21000
1894,21000
1895,21000
1896,21000
1897,21000
1898,21000
1899,21000
1900,21000
1901,21000
1902,21000
1903,21000
1904,21000
1905,21000
1906,21000
1907,21000
1908,21000
1909,21000
1910,21000
1911,21000
1912,21000
1913,21000
1914,21000
1915,21000
1916,21000
1917,21000
1918,21000
1919,21000
1920,21000
1921,21000
1922,21000
1923,21000
1924,21000
1925,21000
1926,21000
1927,21000
1928,21000
1929,21000
1930,21000
1931,21000
1932,21000
1933,21000
1934,21000
1935,21000
1936,21000
1937,21000
1938,21000
1939,21000
1940,21000
1941,21000
1942,21000
1943,21000
1944,21000
1945,21000
1946,21000
1947,21000
1948,21000
1949,21000
1950,21000
1951,21000
1952,21000
1953,21000
1954,21000
1955,21000
1956,21000
1957,21000
1958,21000
1959,21000
1960,21000
1961,21000
1962,21000
1963,21000
1964,21000
1965,21000
1966,21000
1967,21000
1968,21000
1969,21000
1970,21000
1971,21000
1972,21000
1973,21000
1974,21000
1975,21000
1976,21000
1977,21000
1978,21000
1979,21000
1980,21000
1981,21000
1982,21000
1983,21000
1984,21000
1985,21000
1986,21000
1987,21000
1988,21000
1989,21000
1990,21000
1991,21000
1992,21000
1993,21000
1994,21000
1995,21000
1996,21000
1997,21000
1998,21000
1999,21000
2000,21000
2001,21000
2002,21000
2003,21000
2004,21000
2005,21000
2006,21000
2007,21000
2008,21000
2009,21000
2010,21000
2011,21000
2012,21000
2013,21000
2014,21000
2015,21000
2016,21000
2017,21000
2018,21000
2019,21000
2020,21000
2021,21000
2022,21000
2023,21000
2024,21000
2025,21000
2026,21000
2027,21000
2028,21000
2029,21000
2030,21000
2031,21000
2032,21000
2033,21000
2034,21000
2035,21000
2036,21000
2037,21000
2038,21000
2039,21000
2040,21000
2041,21000
2042,21000
2043,21000
2044,21000
2045,21000
2046,21000
2047,21000
2048,21000
2049,21000
2050,21000
2051,21000
2052,21000
2053,21000
2054,21000
2055,21000
2056,21000
2057,21000
2058,21000
2059,21000
2060,21000
2061,21000
2062,21000
2063,21000
2064,21000
2065,21000
2066,21000
2067,21000
2068,21000
2069,21000
2070,21000
2071,21000
2072,21000
2073,21000
2074,21000
2075,21000
2076,21000
2077,21000
2078,21000
2079,21000
2080,21000
2081,21000
2082,21000
2083,21000
2084,21000
2085,21000
2086,21000
2087,21000
2088,21000
2089,21000
2090,21000
2091,21000
2092,21000
2093,21000
2094,21000
2095,21000
2096,21000
2097,21000
2098,21000
2099,21000
2100,21000
2101,21000
2102,21000
2103,21000
2104,21000
2105,21000
2106,21000
2107,21000
2108,21000
2109,21000
2110,21000
2111,21000
2112,21000
2113,21000
2114,21000
2115,21000
2116,21000
2117,21000
2118,21000
2119,21000
2120,21000
2121,21000
2122,21000
2123,21000
2124,21000
2125,21000
2126,21000
2127,21000
2128,21000
2129,21000
2130,21000
2131,21000
2132,21000
2133,21000
2134,21000
2135,21000
2136,21000
2137,21000
2138,21000
2139,21000
2140,21000
2141,21000
2142,21000
2143,21000
2144,21000
2145,21000
2146,21000
2147,21000
2148,21000
2149,21000
2150,21000
2151,21000
2152,21000
2153,21000
2154,21000
2155,21000
2156,21000
2157,21000
2158,21000
2159,21000
2160,21000
2161,21000
2162,21000
2163,21000
2164,21000
2165,21000
2166,21000
2167,21000
2168,21000
2169,21000
2170,21000
2171,21000
2172,21000
2173,21000
2174,21000
2175,21000
2176,21000
2177,21000
2178,21000
2179,21000
2180,21000
2181,21000
2182,21000
2183,21000
2184,21000
2185,21000
2186,21000
2187,21000
2188,21000
2189,21000
2190,21000
2191,21000
2192,21000
2193,21000
2194,21000
2195,21000
2196,21000
2197,21000
2198,21000
2199,21000
2200,21000
2201,21000
2202,21000
2203,21000
2204,21000
2205,21000
2206,21000
2207,21000
2208,21000
2209,21000
2210,21000
2211,21000
2212,21000
2213,21000
2214,21000
2215,21000
2216,21000
2217,21000
2218,21000
2219,21000
2220,21000
2221,21000
2222,21000
2223,21000
2224,21000
2225,21000
2226,21000
2227,21000
2228,21000
2229,21000
2230,21000
2231,21000
2232,21000
2233,21000
2234,21000
2235,21000
2236,21000
2237,21000
2238,21000
2239,21000
2240,21000
2241,21000
2242,21000
2243,21000
2244,21000
2245,21000
2246,21000
2247,21000
2248,21000
2249,21000
2250,21000
2251,21000
2252,21000
2253,21000
2254,21000
2255,21000
2256,21000
2257,21000
2258,21000
2259,21000
2260,21000
2261,21000
2262,21000
2263,21000
2264,21000
2265,21000
2266,21000
2267,21000
2268,21000
2269,21000
2270,21000
2271,21000
2272,21000
2273,21000
2274,21000
2275,21000
2276,21000
2277,21000
2278,21000
2279,21000
2280,21000
2281,21000
2282,21000
2283,21000
2284,21000
2285,21000
2286,21000
2287,21000
2288,21000
2289,21000
2290,21000
2291,21000
2292,21000
2293,21000
2294,21000
2295,21000
2296,21000
2297,21000
2298,21000
2299,21000
2300,21000
2301,21000
2302,21000
2303,21000
2304,21000
2305,21000
2306,21000
2307,21000
2308,21000
2309,21000
2310,21000
2311,21000
2312,21000
2313,21000
2314,21000
2315,21000
2316,21000
2317,21000
2318,21000
2319,21000
2320,21000
2321,21000
2322,21000
2323,21000
2324,21000
2325,21000
2326,21000
2327,21000
2328,21000
2329,21000
2330,21000
2331,21000
2332,21000
2333,21000
2334,21000
2335,21000
2336,21000
2337,21000
2338,21000
2339,21000
2340,21000
2341,21000
2342,21000
2343,21000
2344,21000
2345,21000
2346,21000
2347,21000
2348,21000
2349,21000
2350,21000
2351,21000
2352,21000
2353,21000
2354,21000
2355,21000
2356,21000
2357,21000
2358,21000
2359,21000
2360,21000
2361,21000
2362,21000
2363,21000
2364,21000
2365,21000
2366,21000
2367,21000
2368,21000
2369,21000
2370,21000
2371,21000
2372,21000
2373,21000
2374,21000
2375,21000
2376,21000
2377,21000
2378,21000
2379,21000
2380,21000
2381,21000
2382,21000
2383,21000
2384,21000
2385,21000
2386,21000
2387,21000
2388,21000
2389,21000
2390,21000
2391,21000
2392,21000
2393,21000
2394,21000
2395,21000
2396,21000
2397,21000
2398,21000
2399,21000
2400,21000
2401,21000
2402,21000
2403,21000
2404,21000
2405,21000
2406,21000
2407,21000
2408,21000
2409,21000
2410,21000
2411,21000
2412,21000
2413,21000
2414,21000
2415,21000
2416,21000
2417,21000
2418,21000
2419,21000
2420,21000
2421,21000
2422,21000
2423,21000
2424,21000
2425,21000
2426,21000
2427,21000
2428,21000
2429,21000
2430,21000
2431,21000
2432,21000
2433,21000
2434,21000
2435,21000
2436,21000
2437,21000
2438,21000
2439,21000
2440,21000
2441,21000
2442,21000
2443,21000
2444,21000
2445,21000
2446,21000
2447,21000
2448,21000
2449,21000
2450,21000
2451,21000
2452,21000
2453,21000
2454,21000
2455,21000
2456,21000
2457,21000
2458,21000
2459,21000
2460,21000
2461,21000
2462,21000
2463,21000
2464,21000
2465,21000
2466,21000
2467,21000
2468,21000
2469,21000
2470,21000
2471,21000
2472,21000
2473,21000
2474,21000
2475,21000
2476,21000
2477,21000
2478,21000
2479,21000
2480,21000
2481,21000
2482,21000
2483,21000
2484,21000
2485,21000
2486,21000
2487,21000
2488,21000
2489,21000
2490,21000
2491,21000
2492,21000
2493,21000
2494,21000
2495,21000
2496,21000
